"","Date","Code","Level","Sector","QoQ","YoY"
"1282",2006-12-31,"L",52082,"REAL ESTATE ACTIVITIES",-0.576511912034206,-0.254716077755432
"1283",2006-12-31,"M",24327,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.33294455783729,2.8799797005836
"1284",2006-12-31,"N",14402,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3.78323845211501,3.95553630720369
"1285",2006-12-31,"O",26679,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.607257283361889,-1.31681154059552
"1286",2006-12-31,"P",26498,"EDUCATION",-0.704489245297154,-2.4769055242722
"1287",2006-12-31,"Q",27168,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-1.04534693134219,-0.976818778247562
"1288",2006-12-31,"R",7463,"ARTS, ENTERTAINMENT AND RECREATION",-0.0669523299410884,-4.46748591909882
"1289",2006-12-31,"S",7735,"OTHER SERVICE ACTIVITIES",2.3689782953944,7.57997218358832
"1290",2006-12-31,"T",1153,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",11.2934362934363,-15.345080763583
"1291",2006-12-31,"DE",11863,NA,0.278951817413358,-0.519916142557648
"1292",2006-12-31,"AB",11104,NA,-2.76707530647985,-8.01093529947808
"1293",2007-03-31,"TOTAL",415177,NA,0.943111807010965,1.44900268053279
"1294",2007-03-31,"C",48659,"MANUFACTURING",-0.429720272565419,1.79281201623363
"1295",2007-03-31,"F",28221,"CONSTRUCTION",1.24852007318911,4.15574829304299
"1296",2007-03-31,"G",42035,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.86845676618846,3.7465755115137
"1297",2007-03-31,"H",19532,"TRANSPORTATION AND STORAGE",-0.153358552295273,0.862380583526985
"1298",2007-03-31,"I",12655,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.29569153665832,1.90031403494646
"1299",2007-03-31,"J",22285,"INFORMATION AND COMMUNICATION",2.49275628938048,3.09492968171725
"1300",2007-03-31,"K",32982,"FINANCIAL AND INSURANCE ACTIVITIES",1.4549816973761,-0.371545083824202
"1301",2007-03-31,"L",52010,"REAL ESTATE ACTIVITIES",-0.138243539034605,-0.14207818139927
"1302",2007-03-31,"M",25270,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3.87635137912608,6.22110130306852
"1303",2007-03-31,"N",15269,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",6.01999722260797,12.6281625728406
"1304",2007-03-31,"O",26421,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.96705273810862,-1.16339967080651
"1305",2007-03-31,"P",26136,"EDUCATION",-1.36614084081818,-3.67804230854279
"1306",2007-03-31,"Q",27550,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.4060659599529,-0.0036296323182512
"1307",2007-03-31,"R",7044,"ARTS, ENTERTAINMENT AND RECREATION",-5.61436419670373,-5.46235404643673
"1308",2007-03-31,"S",7322,"OTHER SERVICE ACTIVITIES",-5.33936651583711,-3.01986754966887
"1309",2007-03-31,"T",992,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-13.9635732870772,-9.24062214089662
"1310",2007-03-31,"DE",12340,NA,4.02090533591841,2.75626613373304
"1311",2007-03-31,"AB",11191,NA,0.78350144092218,-8.54037267080744
"1312",2007-06-30,"TOTAL",417634,NA,0.591795788302335,1.87959378331371
"1313",2007-06-30,"C",48699,"MANUFACTURING",0.0822047308822533,0.734320701638254
"1314",2007-06-30,"F",28089,"CONSTRUCTION",-0.467736791750823,2.96931705707688
"1315",2007-06-30,"G",42174,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.330676816938251,3.34231805929919
"1316",2007-06-30,"H",19742,"TRANSPORTATION AND STORAGE",1.07515871390538,-0.953241019466191
"1317",2007-06-30,"I",12680,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.197550375345728,1.18097669964889
"1318",2007-06-30,"J",22983,"INFORMATION AND COMMUNICATION",3.13215167152794,6.73880735649266
"1319",2007-06-30,"K",34146,"FINANCIAL AND INSURANCE ACTIVITIES",3.52919774422413,3.69268144549044
"1320",2007-06-30,"L",52070,"REAL ESTATE ACTIVITIES",0.115362430301857,-0.574745565293767
"1321",2007-06-30,"M",25601,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.30985358132172,6.94711337622192
"1322",2007-06-30,"N",15623,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2.31842294845765,15.1459316037736
"1323",2007-06-30,"O",26149,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-1.02948412247834,-2.1918832990462
"1324",2007-06-30,"P",26045,"EDUCATION",-0.348178757269665,-3.32219747587231
"1325",2007-06-30,"Q",27527,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.0834845735027301,0.251292883676896
"1326",2007-06-30,"R",7250,"ARTS, ENTERTAINMENT AND RECREATION",2.92447473026689,-2.74983232729711
"1327",2007-06-30,"S",7063,"OTHER SERVICE ACTIVITIES",-3.53728489483748,-6.08961574258741
"1328",2007-06-30,"T",676,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-31.8548387096774,-27.9317697228145
"1329",2007-06-30,"DE",12467,NA,1.02917341977309,4.73830126858775
"1330",2007-06-30,"AB",11204,NA,0.116164775265844,-2.55696642894416
"1331",2007-09-30,"TOTAL",421249,NA,0.865590445222367,2.69231238039518
"1332",2007-09-30,"C",48617,"MANUFACTURING",-0.168381280929793,-0.078100914602814
"1333",2007-09-30,"F",27672,"CONSTRUCTION",-1.48456691231443,1.10709196536227
"1334",2007-09-30,"G",42714,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.28040973111396,4.788773858005
"1335",2007-09-30,"H",20026,"TRANSPORTATION AND STORAGE",1.43855739033532,1.68579262719611
"1336",2007-09-30,"I",12645,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-0.276025236593057,0.797130330809082
"1337",2007-09-30,"J",23215,"INFORMATION AND COMMUNICATION",1.00944176130182,7.44203267459621
"1338",2007-09-30,"K",35684,"FINANCIAL AND INSURANCE ACTIVITIES",4.50418789902184,9.23896406049103
"1339",2007-09-30,"L",52027,"REAL ESTATE ACTIVITIES",-0.0825811407720494,-0.68150580329872
"1340",2007-09-30,"M",26280,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.65224014686926,9.46807181238805
"1341",2007-09-30,"N",16156,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3.41163668949625,16.4228579664192
"1342",2007-09-30,"O",26076,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.279169375501937,-2.85373668132031
"1343",2007-09-30,"P",25905,"EDUCATION",-0.53753119600691,-2.92662819455894
"1344",2007-09-30,"Q",27585,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.210702219638904,0.473502094336183
"1345",2007-09-30,"R",7345,"ARTS, ENTERTAINMENT AND RECREATION",1.31034482758621,-1.64702731655062
"1346",2007-09-30,"S",7155,"OTHER SERVICE ACTIVITIES",1.30256265043182,-5.30704076230811
"1347",2007-09-30,"T",976,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",44.3786982248521,-5.79150579150578
"1348",2007-09-30,"DE",12500,NA,0.264698804844784,5.66356720202874
"1349",2007-09-30,"AB",11065,NA,-1.24062834701893,-3.10858143607706
"1350",2007-12-31,"TOTAL",424391,NA,0.745877141548107,3.18333665614712
"1351",2007-12-31,"C",48669,"MANUFACTURING",0.106958471316602,-0.409257402443259
"1352",2007-12-31,"F",27999,"CONSTRUCTION",1.18169991326972,0.45205037132709
"1353",2007-12-31,"G",42634,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.187292222690445,3.32008530438155
"1354",2007-12-31,"H",20098,"TRANSPORTATION AND STORAGE",0.359532607610106,2.74000613434208
"1355",2007-12-31,"I",12680,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.276789244760778,2.49777705925148
"1356",2007-12-31,"J",22845,"INFORMATION AND COMMUNICATION",-1.59379711393495,5.06829784298395
"1357",2007-12-31,"K",36767,"FINANCIAL AND INSURANCE ACTIVITIES",3.03497365766169,13.0979113476268
"1358",2007-12-31,"L",52693,"REAL ESTATE ACTIVITIES",1.28010456109328,1.17315003264085
"1359",2007-12-31,"M",26510,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.875190258751914,8.97356846302462
"1360",2007-12-31,"N",16330,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.07699925724189,13.3870295792251
"1361",2007-12-31,"O",26054,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.084368768215981,-2.34266651673602
"1362",2007-12-31,"P",26024,"EDUCATION",0.459370777842111,-1.78881425013209
"1363",2007-12-31,"Q",27907,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.16730106942178,2.72011189634864
"1364",2007-12-31,"R",7653,"ARTS, ENTERTAINMENT AND RECREATION",4.19332879509871,2.54589307249095
"1365",2007-12-31,"S",7440,"OTHER SERVICE ACTIVITIES",3.98322851153038,-3.81383322559793
"1366",2007-12-31,"T",990,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",1.4344262295082,-14.1370338248049
"1367",2007-12-31,"DE",12434,NA,-0.527999999999992,4.8132850037933
"1368",2007-12-31,"AB",11190,NA,1.12968820605512,0.774495677233418
"1369",2008-03-31,"TOTAL",426627,NA,0.526872624537276,2.75785990071704
"1370",2008-03-31,"C",48712,"MANUFACTURING",0.0883519283322016,0.108921268418996
"1371",2008-03-31,"F",28297,"CONSTRUCTION",1.06432372584734,0.269303001311073
"1372",2008-03-31,"G",42724,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.211099122765873,1.63911026525514
"1373",2008-03-31,"H",20152,"TRANSPORTATION AND STORAGE",0.268683451089657,3.17427810772067
"1374",2008-03-31,"I",12868,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.48264984227129,1.68312919794546
"1375",2008-03-31,"J",23152,"INFORMATION AND COMMUNICATION",1.34383891442329,3.89050931119587
"1376",2008-03-31,"K",35096,"FINANCIAL AND INSURANCE ACTIVITIES",-4.5448364022085,6.40955672791219
"1377",2008-03-31,"L",53028,"REAL ESTATE ACTIVITIES",0.635758070331917,1.95731590078832
"1378",2008-03-31,"M",27243,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2.76499434175783,7.80767708745549
"1379",2008-03-31,"N",16968,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3.90691977954685,11.1271203091231
"1380",2008-03-31,"O",26536,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",1.85000383818223,0.435259831194884
"1381",2008-03-31,"P",26618,"EDUCATION",2.28250845373501,1.8441995714723
"1382",2008-03-31,"Q",28006,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.354749704375251,1.6551724137931
"1383",2008-03-31,"R",7589,"ARTS, ENTERTAINMENT AND RECREATION",-0.836273356853525,7.73708120386145
"1384",2008-03-31,"S",7561,"OTHER SERVICE ACTIVITIES",1.62634408602152,3.26413548210871
"1385",2008-03-31,"T",719,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-27.3737373737374,-27.5201612903226
"1386",2008-03-31,"DE",12425,NA,-0.0723821778993141,0.688816855753643
"1387",2008-03-31,"AB",11288,NA,0.875781948167997,0.866767938522031
"1388",2008-06-30,"TOTAL",424178,NA,-0.574037742571377,1.56692223334306
"1389",2008-06-30,"C",47929,"MANUFACTURING",-1.60740679914601,-1.58114129653586
"1390",2008-06-30,"F",27990,"CONSTRUCTION",-1.0849206629678,-0.352451137455944
"1391",2008-06-30,"G",42667,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.133414474300167,1.16896666192442
"1392",2008-06-30,"H",20177,"TRANSPORTATION AND STORAGE",0.124057165541885,2.20342417181642
"1393",2008-06-30,"I",12399,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-3.64470003108485,-2.2160883280757
"1394",2008-06-30,"J",23410,"INFORMATION AND COMMUNICATION",1.11437456807187,1.85789496584432
"1395",2008-06-30,"K",34817,"FINANCIAL AND INSURANCE ACTIVITIES",-0.794962388876229,1.96509107948222
"1396",2008-06-30,"L",53134,"REAL ESTATE ACTIVITIES",0.19989439541375,2.04340311119647
"1397",2008-06-30,"M",26766,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-1.75090849025437,4.5506034920511
"1398",2008-06-30,"N",16593,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-2.2100424328147,6.20879472572489
"1399",2008-06-30,"O",26490,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.173349412119379,1.30406516501587
"1400",2008-06-30,"P",26165,"EDUCATION",-1.70185588699377,0.460741025148792
"1401",2008-06-30,"Q",28122,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.414196957794772,2.16151414974388
"1402",2008-06-30,"R",7448,"ARTS, ENTERTAINMENT AND RECREATION",-1.85795229938068,2.73103448275862
"1403",2008-06-30,"S",7526,"OTHER SERVICE ACTIVITIES",-0.462901732575062,6.55528812119496
"1404",2008-06-30,"T",958,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",33.240611961057,41.7159763313609
"1405",2008-06-30,"DE",12577,NA,1.22334004024145,0.882329349482632
"1406",2008-06-30,"AB",11256,NA,-0.283486888731403,0.464119957158161
"1407",2008-09-30,"TOTAL",416904,NA,-1.71484612591884,-1.03145645449604
"1408",2008-09-30,"C",47253,"MANUFACTURING",-1.41041957896054,-2.80560297838205
"1409",2008-09-30,"F",27193,"CONSTRUCTION",-2.8474455162558,-1.73099161607401
"1410",2008-09-30,"G",40768,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-4.45074647854314,-4.55588331694527
"1411",2008-09-30,"H",19332,"TRANSPORTATION AND STORAGE",-4.18793675967686,-3.46549485668632
"1412",2008-09-30,"I",12231,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-1.35494797967579,-3.27402135231317
"1413",2008-09-30,"J",22984,"INFORMATION AND COMMUNICATION",-1.81973515591628,-0.995046306267497
"1414",2008-09-30,"K",35053,"FINANCIAL AND INSURANCE ACTIVITIES",0.677829795789407,-1.76829951799125
"1415",2008-09-30,"L",52988,"REAL ESTATE ACTIVITIES",-0.274776978958855,1.84711784265863
"1416",2008-09-30,"M",25903,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-3.22423970709109,-1.43455098934551
"1417",2008-09-30,"N",16076,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-3.11577171096246,-0.495172072295119
"1418",2008-09-30,"O",26268,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.838052095130237,0.736309249884954
"1419",2008-09-30,"P",25965,"EDUCATION",-0.764379896808705,0.231615518239721
"1420",2008-09-30,"Q",28015,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.380485029514261,1.55881819829618
"1421",2008-09-30,"R",7100,"ARTS, ENTERTAINMENT AND RECREATION",-4.67239527389903,-3.3356024506467
"1422",2008-09-30,"S",7462,"OTHER SERVICE ACTIVITIES",-0.850385330853044,4.29070580013978
"1423",2008-09-30,"T",998,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",4.17536534446765,2.25409836065573
"1424",2008-09-30,"DE",12566,NA,-0.0874612387691798,0.527999999999992
"1425",2008-09-30,"AB",11034,NA,-1.97228144989339,-0.280162675101664
"1426",2008-12-31,"TOTAL",408291,NA,-2.06594323873122,-3.7936714020797
"1427",2008-12-31,"C",45352,"MANUFACTURING",-4.02302499312212,-6.81542665762601
"1428",2008-12-31,"F",25576,"CONSTRUCTION",-5.94638326039789,-8.653880495732
"1429",2008-12-31,"G",39056,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-4.19937205651492,-8.39236290284749
"1430",2008-12-31,"H",18344,"TRANSPORTATION AND STORAGE",-5.11069728946823,-8.72723654094935
"1431",2008-12-31,"I",11935,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-2.42008012427438,-5.87539432176656
"1432",2008-12-31,"J",22948,"INFORMATION AND COMMUNICATION",-0.156630699617125,0.450864521777177
"1433",2008-12-31,"K",36372,"FINANCIAL AND INSURANCE ACTIVITIES",3.76287336319288,-1.0743329616232
"1434",2008-12-31,"L",52810,"REAL ESTATE ACTIVITIES",-0.335925115120403,0.222040878295033
"1435",2008-12-31,"M",25416,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-1.88009110913794,-4.12674462466993
"1436",2008-12-31,"N",15277,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-4.97014182632496,-6.44825474586651
"1437",2008-12-31,"O",26218,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.190345667732601,0.629461886850379
"1438",2008-12-31,"P",25564,"EDUCATION",-1.54438667436935,-1.76759913925608
"1439",2008-12-31,"Q",27837,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.635373906835625,-0.250833124305728
"1440",2008-12-31,"R",6743,"ARTS, ENTERTAINMENT AND RECREATION",-5.02816901408451,-11.890761792761
"1441",2008-12-31,"S",7282,"OTHER SERVICE ACTIVITIES",-2.41222192441704,-2.1236559139785
"1442",2008-12-31,"T",1037,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",3.90781563126252,4.74747474747474
"1443",2008-12-31,"DE",12256,NA,-2.46697437529842,-1.43155862956409
"1444",2008-12-31,"AB",10430,NA,-5.47398948704006,-6.79177837354781
"1445",2009-03-31,"TOTAL",401693,NA,-1.61600427146324,-5.84444960117386
"1446",2009-03-31,"C",43048,"MANUFACTURING",-5.08026106897161,-11.6275250451634
"1447",2009-03-31,"F",23753,"CONSTRUCTION",-7.12777604003753,-16.0582393893346
"1448",2009-03-31,"G",38765,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.745083981974602,-9.26645445183036
"1449",2009-03-31,"H",17669,"TRANSPORTATION AND STORAGE",-3.67967727867422,-12.3213576816197
"1450",2009-03-31,"I",11761,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-1.45789694176791,-8.60273546782717
"1451",2009-03-31,"J",22398,"INFORMATION AND COMMUNICATION",-2.39672302597175,-3.2567380787837
"1452",2009-03-31,"K",36724,"FINANCIAL AND INSURANCE ACTIVITIES",0.967777411195428,4.63870526555732
"1453",2009-03-31,"L",53656,"REAL ESTATE ACTIVITIES",1.60196932399165,1.18428000301726
"1454",2009-03-31,"M",24664,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-2.95876613157067,-9.46665198399589
"1455",2009-03-31,"N",14041,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-8.09059370295215,-17.2501178689297
"1456",2009-03-31,"O",26413,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.743763826378824,-0.46352125414532
"1457",2009-03-31,"P",25580,"EDUCATION",0.0625880143952458,-3.89961680066121
"1458",2009-03-31,"Q",28249,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.48004454502998,0.867671213311439
"1459",2009-03-31,"R",6843,"ARTS, ENTERTAINMENT AND RECREATION",1.48301942755451,-9.83001713005666
"1460",2009-03-31,"S",7552,"OTHER SERVICE ACTIVITIES",3.70777258994781,-0.119031874090723
"1461",2009-03-31,"T",839,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-19.0935390549662,16.6898470097357
"1462",2009-03-31,"DE",11877,NA,-3.09236292428199,-4.41046277665997
"1463",2009-03-31,"AB",10163,NA,-2.55992329817833,-9.96633593196314
"1464",2009-06-30,"TOTAL",401078,NA,-0.153101995802757,-5.44582698772686
"1465",2009-06-30,"C",43183,"MANUFACTURING",0.313603419438763,-9.90214692566087
"1466",2009-06-30,"F",23456,"CONSTRUCTION",-1.25036837452112,-16.1986423722758
"1467",2009-06-30,"G",38645,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.309557590610083,-9.42648885555582
"1468",2009-06-30,"H",16891,"TRANSPORTATION AND STORAGE",-4.40319203124116,-16.285870050057
"1469",2009-06-30,"I",11829,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.578182127370127,-4.59714493104283
"1470",2009-06-30,"J",22085,"INFORMATION AND COMMUNICATION",-1.39744620055362,-5.65997436992738
"1471",2009-06-30,"K",35982,"FINANCIAL AND INSURANCE ACTIVITIES",-2.02047707221436,3.34606657667231
"1472",2009-06-30,"L",53661,"REAL ESTATE ACTIVITIES",0.00931862233485958,0.991831971995325
"1473",2009-06-30,"M",24596,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-0.275705481673697,-8.10730030635881
"1474",2009-06-30,"N",14211,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.2107399757852,-14.3554510938347
"1475",2009-06-30,"O",26659,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.931359557793513,0.637976594941492
"1476",2009-06-30,"P",25800,"EDUCATION",0.860046911649732,-1.3949933116759
"1477",2009-06-30,"Q",29002,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2.6655810825162,3.12922267264064
"1478",2009-06-30,"R",6767,"ARTS, ENTERTAINMENT AND RECREATION",-1.11062399532369,-9.14339419978518
"1479",2009-06-30,"S",7469,"OTHER SERVICE ACTIVITIES",-1.09904661016949,-0.757374435290998
"1480",2009-06-30,"T",948,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",12.9916567342074,-1.04384133611691
"1481",2009-06-30,"DE",11999,NA,1.02719541971878,-4.59569054623519
"1482",2009-06-30,"AB",10163,NA,0,-9.71037668798863
"1483",2009-09-30,"TOTAL",402066,NA,0.246336124145415,-3.55909274077484
"1484",2009-09-30,"C",43010,"MANUFACTURING",-0.400620614593706,-8.97932406408059
"1485",2009-09-30,"F",23872,"CONSTRUCTION",1.77353342428377,-12.2127017982569
"1486",2009-09-30,"G",38957,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.807348945529824,-4.44220957613814
"1487",2009-09-30,"H",17278,"TRANSPORTATION AND STORAGE",2.2911609732994,-10.6248706807366
"1488",2009-09-30,"I",11396,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-3.66049539267901,-6.82691521543619
"1489",2009-09-30,"J",22159,"INFORMATION AND COMMUNICATION",0.335069051392352,-3.58945353289245
"1490",2009-09-30,"K",35273,"FINANCIAL AND INSURANCE ACTIVITIES",-1.97042965927409,0.627621031010193
"1491",2009-09-30,"L",53757,"REAL ESTATE ACTIVITIES",0.178900877732417,1.45127198611006
"1492",2009-09-30,"M",24444,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-0.617986664498289,-5.63255221402926
"1493",2009-09-30,"N",14019,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-1.35106607557526,-12.795471510326
"1494",2009-09-30,"O",27030,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",1.39165009940359,2.90086797624487
"1495",2009-09-30,"P",26179,"EDUCATION",1.46899224806201,0.824186404775659
"1496",2009-09-30,"Q",29424,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.45507206399557,5.02944850972693
"1497",2009-09-30,"R",6891,"ARTS, ENTERTAINMENT AND RECREATION",1.83242204817498,-2.94366197183099
"1498",2009-09-30,"S",7704,"OTHER SERVICE ACTIVITIES",3.14633819788459,3.24309836504959
"1499",2009-09-30,"T",821,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-13.3966244725738,-17.7354709418838
"1500",2009-09-30,"DE",12358,NA,2.99191599299942,-1.65526022600669
"1501",2009-09-30,"AB",9811,NA,-3.46354422906622,-11.0839224216059
"1502",2009-12-31,"TOTAL",403353,NA,0.320096700541697,-1.20943150840944
"1503",2009-12-31,"C",43702,"MANUFACTURING",1.60892815624274,-3.63820779678956
"1504",2009-12-31,"F",23581,"CONSTRUCTION",-1.21900134048258,-7.80028151391929
"1505",2009-12-31,"G",39613,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.68390789845215,1.42615731257681
"1506",2009-12-31,"H",17538,"TRANSPORTATION AND STORAGE",1.50480379673574,-4.39380723942433
"1507",2009-12-31,"I",11627,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.02702702702702,-2.58064516129032
"1508",2009-12-31,"J",22837,"INFORMATION AND COMMUNICATION",3.05970486032763,-0.483702283423398
"1509",2009-12-31,"K",34659,"FINANCIAL AND INSURANCE ACTIVITIES",-1.74070819040058,-4.70966677664137
"1510",2009-12-31,"L",54051,"REAL ESTATE ACTIVITIES",0.546905519281211,2.34993372467336
"1511",2009-12-31,"M",24010,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-1.77548682703322,-5.53194837897387
"1512",2009-12-31,"N",14260,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.71909551323203,-6.65706617791452
"1513",2009-12-31,"O",26886,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.532741398446163,2.54786787703105
"1514",2009-12-31,"P",26039,"EDUCATION",-0.534779785324119,1.8580816773588
"1515",2009-12-31,"Q",29619,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.662724306688418,6.4015518913676
"1516",2009-12-31,"R",6565,"ARTS, ENTERTAINMENT AND RECREATION",-4.73080830068206,-2.63977458104702
"1517",2009-12-31,"S",7595,"OTHER SERVICE ACTIVITIES",-1.41484942886812,4.29826970612469
"1518",2009-12-31,"T",854,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",4.01948842874542,-17.6470588235294
"1519",2009-12-31,"DE",12237,NA,-0.979122835410266,-0.155026109660568
